TR,TE,CNR_WM_GM,CNR_GM_CSF,CNR_WM_CSF
1300,50,1.6283981057322316,2.790334835626121,1.1619367298938892
1300,55,1.722827402806834,2.029427136025741,0.3065997332189069
1300,60,1.8021451359700318,1.307192721854905,0.4949524141151268
1300,65,1.8677248429306472,0.6217415711607138,1.2459832717699335
1300,70,1.920834507282697,0.028724150804659843,1.9495586580873567
1300,75,1.9626440430295182,0.6459145876313577,2.608558630660876
1300,80,1.9942322725165342,1.2314564685242988,3.225688741040833
1300,85,2.0165934310565086,1.7868971764950379,3.803490607551546
1300,90,2.0306432293883057,2.3137086181453617,4.344351847533667
1300,95,2.037224503103004,2.813290904719365,4.8505154078223685
1300,100,2.0371124762919455,3.286975853628403,5.3240883299203485
1300,105,2.0310196649111987,3.7360303192045485,5.767049984115747
1300,110,2.019600443708733,4.161659361011321,6.181259804720053
1300,115,2.003455299017577,4.565009257633927,6.568464556651504
1300,120,1.9831347882732142,4.947170373485227,6.93030516175844
1300,125,1.9591432257606962,5.309179885795795,7.268323111556491
1300,130,1.9319421128305279,5.652024378607131,7.5839664914376606
1300,135,1.901953329636695,5.976642310254188,7.878595639890882
